Vehicle,Soc (%),K W,max power,battery capacity (kWh)
2022 Toyota bZ4X,77,20,90,71.4
2022 Toyota bZ4X,77,21,90,71.4
2022 Toyota bZ4X,78,19,90,71.4
2022 Toyota bZ4X,78,20,90,71.4
2022 Toyota bZ4X,79,18,90,71.4
2022 Toyota bZ4X,79,19,90,71.4
2022 Toyota bZ4X,80,17,90,71.4
2022 Toyota bZ4X,81,16,90,71.4
2022 Toyota bZ4X,82,15,90,71.4
2022 Toyota bZ4X,83,14,90,71.4
2022 Toyota bZ4X,84,13,90,71.4
2022 Toyota bZ4X,85,12,90,71.4
2022 Toyota bZ4X,86,11,90,71.4
2022 Toyota bZ4X,87,9,90,71.4
2022 Toyota bZ4X,87,10,90,71.4
2022 Toyota bZ4X,88,8,90,71.4
2022 Toyota bZ4X,88,9,90,71.4
2022 Toyota bZ4X,89,7,90,71.4
2022 Chevrolet Bolt EUV,99,22,55,65
2022 Chevrolet Bolt EUV,0,37,55,65
2022 Chevrolet Bolt EUV,0,39,55,65
2022 Chevrolet Bolt EUV,0,41,55,65
2022 Chevrolet Bolt EUV,1,43,55,65
2022 Chevrolet Bolt EUV,2,43,55,65
2022 Chevrolet Bolt EUV,3,43,55,65
2022 Chevrolet Bolt EUV,4,45,55,65
2022 Chevrolet Bolt EUV,5,46,55,65
2022 Chevrolet Bolt EUV,6,46,55,65
2022 Chevrolet Bolt EUV,7,47,55,65
2022 Chevrolet Bolt EUV,8,48,55,65
2022 Chevrolet Bolt EUV,9,48,55,65
2022 Chevrolet Bolt EUV,10,49,55,65
2022 Chevrolet Bolt EUV,12,49,55,65
2022 Chevrolet Bolt EUV,13,49,55,65
2022 Chevrolet Bolt EUV,14,49,55,65
2022 Chevrolet Bolt EUV,16,49,55,65
2022 Chevrolet Bolt EUV,17,50,55,65
2022 Chevrolet Bolt EUV,18,51,55,65
2022 Chevrolet Bolt EUV,19,51,55,65
2022 Chevrolet Bolt EUV,20,51,55,65
2022 Chevrolet Bolt EUV,21,52,55,65
2022 Chevrolet Bolt EUV,23,52,55,65
2022 Chevrolet Bolt EUV,24,52,55,65
2022 Chevrolet Bolt EUV,25,51,55,65
2022 Chevrolet Bolt EUV,26,51,55,65
2022 Chevrolet Bolt EUV,27,52,55,65
2022 Chevrolet Bolt EUV,29,52,55,65
2022 Chevrolet Bolt EUV,30,52,55,65
2022 Chevrolet Bolt EUV,31,52,55,65
2022 Chevrolet Bolt EUV,32,53,55,65
2022 Chevrolet Bolt EUV,34,52,55,65
2022 Chevrolet Bolt EUV,35,51,55,65
2022 Chevrolet Bolt EUV,36,50,55,65
2022 Chevrolet Bolt EUV,38,50,55,65
2022 Chevrolet Bolt EUV,39,49,55,65
2022 Chevrolet Bolt EUV,40,49,55,65
2022 Chevrolet Bolt EUV,41,49,55,65
2022 Chevrolet Bolt EUV,42,50,55,65
2022 Chevrolet Bolt EUV,43,50,55,65
2022 Chevrolet Bolt EUV,44,49,55,65
2022 Chevrolet Bolt EUV,45,48,55,65
2022 Chevrolet Bolt EUV,47,47,55,65
2022 Chevrolet Bolt EUV,48,47,55,65
2022 Chevrolet Bolt EUV,49,47,55,65
2022 Chevrolet Bolt EUV,50,46,55,65
2022 Chevrolet Bolt EUV,51,46,55,65
2022 Chevrolet Bolt EUV,52,45,55,65
2022 Chevrolet Bolt EUV,53,44,55,65
2022 Chevrolet Bolt EUV,54,43,55,65
2022 Chevrolet Bolt EUV,55,42,55,65
2022 Chevrolet Bolt EUV,56,41,55,65
2022 Chevrolet Bolt EUV,58,40,55,65
2022 Chevrolet Bolt EUV,58,39,55,65
2022 Chevrolet Bolt EUV,59,38,55,65
2022 Chevrolet Bolt EUV,60,38,55,65
2022 Chevrolet Bolt EUV,61,38,55,65
2022 Chevrolet Bolt EUV,62,37,55,65
2022 Chevrolet Bolt EUV,63,37,55,65
2022 Chevrolet Bolt EUV,64,36,55,65
2022 Chevrolet Bolt EUV,65,35,55,65
2022 Chevrolet Bolt EUV,66,35,55,65
2022 Chevrolet Bolt EUV,67,34,55,65
2022 Chevrolet Bolt EUV,68,34,55,65
2022 Chevrolet Bolt EUV,69,33,55,65
2022 Chevrolet Bolt EUV,69,32,55,65
2022 Chevrolet Bolt EUV,70,32,55,65
2022 Chevrolet Bolt EUV,71,31,55,65
2022 Chevrolet Bolt EUV,72,31,55,65
2022 Chevrolet Bolt EUV,72,30,55,65
2022 Chevrolet Bolt EUV,73,29,55,65
2022 Chevrolet Bolt EUV,74,29,55,65
2022 Chevrolet Bolt EUV,75,28,55,65
2022 Chevrolet Bolt EUV,76,28,55,65
2022 Chevrolet Bolt EUV,76,27,55,65
2022 Chevrolet Bolt EUV,77,27,55,65
2022 Chevrolet Bolt EUV,78,26,55,65
2022 Chevrolet Bolt EUV,79,26,55,65
2022 Chevrolet Bolt EUV,80,25,55,65
2022 Chevrolet Bolt EUV,81,25,55,65
2022 Chevrolet Bolt EUV,82,24,55,65
2022 Chevrolet Bolt EUV,83,23,55,65
2022 Chevrolet Bolt EUV,84,22,55,65
2023 Nissan Ariya Platinum+ e-4orce,1,81,130,87
2023 Nissan Ariya Platinum+ e-4orce,2,82,130,87
2023 Nissan Ariya Platinum+ e-4orce,3,82,130,87
2023 Nissan Ariya Platinum+ e-4orce,4,81,130,87
2023 Nissan Ariya Platinum+ e-4orce,6,82,130,87
2023 Nissan Ariya Platinum+ e-4orce,8,125,130,87
2023 Nissan Ariya Platinum+ e-4orce,10,127,130,87
2023 Nissan Ariya Platinum+ e-4orce,13,127,130,87
2023 Nissan Ariya Platinum+ e-4orce,15,128,130,87
2023 Nissan Ariya Platinum+ e-4orce,17,127,130,87
2023 Nissan Ariya Platinum+ e-4orce,20,128,130,87
2023 Nissan Ariya Platinum+ e-4orce,22,128,130,87
2023 Nissan Ariya Platinum+ e-4orce,25,129,130,87
2023 Nissan Ariya Platinum+ e-4orce,27,129,130,87
2023 Nissan Ariya Platinum+ e-4orce,30,130,130,87
2023 Nissan Ariya Platinum+ e-4orce,33,130,130,87
2023 Nissan Ariya Platinum+ e-4orce,36,130,130,87
2023 Nissan Ariya Platinum+ e-4orce,38,130,130,87
2023 Nissan Ariya Platinum+ e-4orce,41,129,130,87
2023 Nissan Ariya Platinum+ e-4orce,44,130,130,87
2023 Nissan Ariya Platinum+ e-4orce,47,128,130,87
2023 Nissan Ariya Platinum+ e-4orce,50,126,130,87
2023 Nissan Ariya Platinum+ e-4orce,53,120,130,87
2023 Nissan Ariya Platinum+ e-4orce,55,110,130,87
2023 Nissan Ariya Platinum+ e-4orce,57,108,130,87
2023 Nissan Ariya Platinum+ e-4orce,59,104,130,87
2023 Nissan Ariya Platinum+ e-4orce,61,101,130,87
2023 Nissan Ariya Platinum+ e-4orce,62,100,130,87
2023 Nissan Ariya Platinum+ e-4orce,64,96,130,87
2023 Nissan Ariya Platinum+ e-4orce,66,93,130,87
2023 Nissan Ariya Platinum+ e-4orce,67,91,130,87
2023 Nissan Ariya Platinum+ e-4orce,69,90,130,87
2023 Nissan Ariya Platinum+ e-4orce,71,88,130,87
2023 Nissan Ariya Platinum+ e-4orce,72,86,130,87
2023 Nissan Ariya Platinum+ e-4orce,74,86,130,87
2023 Nissan Ariya Platinum+ e-4orce,75,84,130,87
2023 Nissan Ariya Platinum+ e-4orce,77,82,130,87
2023 Nissan Ariya Platinum+ e-4orce,78,80,130,87
2023 Nissan Ariya Platinum+ e-4orce,80,78,130,87
2023 Nissan Ariya Platinum+ e-4orce,81,75,130,87
2023 Nissan Ariya Platinum+ e-4orce,82,74,130,87
2023 Nissan Ariya Platinum+ e-4orce,84,71,130,87
2023 Nissan Ariya Platinum+ e-4orce,85,69,130,87
2023 Nissan Ariya Platinum+ e-4orce,86,66,130,87
2023 Nissan Ariya Platinum+ e-4orce,88,64,130,87
2023 Nissan Ariya Platinum+ e-4orce,89,62,130,87
2023 Nissan Ariya Platinum+ e-4orce,90,57,130,87
2023 Nissan Ariya Platinum+ e-4orce,91,53,130,87
2023 Nissan Ariya Platinum+ e-4orce,92,52,130,87
2023 Nissan Ariya Platinum+ e-4orce,93,52,130,87
2023 Nissan Ariya Platinum+ e-4orce,94,45,130,87
2023 Nissan Ariya Platinum+ e-4orce,95,44,130,87
2023 Nissan Ariya Platinum+ e-4orce,96,45,130,87
2023 Nissan Ariya Platinum+ e-4orce,97,27,130,87
2023 Nissan Ariya Platinum+ e-4orce,98,27,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,22,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,23,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,18,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,17,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,13,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,12,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,11,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,10,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,8,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,6,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,4,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,2,130,87
2023 Nissan Ariya Platinum+ e-4orce,99,1,130,87
2023 Volkswagen ID.4 AWD Pro S,0,31,185,82
2023 Volkswagen ID.4 AWD Pro S,2,179,185,82
2023 Volkswagen ID.4 AWD Pro S,4,181,185,82
2023 Volkswagen ID.4 AWD Pro S,5,182,185,82
2023 Volkswagen ID.4 AWD Pro S,6,183,185,82
2023 Volkswagen ID.4 AWD Pro S,8,184,185,82
2023 Volkswagen ID.4 AWD Pro S,9,184,185,82
2023 Volkswagen ID.4 AWD Pro S,10,184,185,82
2023 Volkswagen ID.4 AWD Pro S,12,185,185,82
2023 Volkswagen ID.4 AWD Pro S,13,185,185,82
2023 Volkswagen ID.4 AWD Pro S,14,183,185,82
2023 Volkswagen ID.4 AWD Pro S,16,181,185,82
2023 Volkswagen ID.4 AWD Pro S,17,179,185,82
2023 Volkswagen ID.4 AWD Pro S,18,177,185,82
2023 Volkswagen ID.4 AWD Pro S,20,174,185,82
2023 Volkswagen ID.4 AWD Pro S,21,172,185,82
2023 Volkswagen ID.4 AWD Pro S,22,170,185,82
2023 Volkswagen ID.4 AWD Pro S,24,166,185,82
2023 Volkswagen ID.4 AWD Pro S,25,165,185,82
2023 Volkswagen ID.4 AWD Pro S,27,159,185,82
2023 Volkswagen ID.4 AWD Pro S,28,156,185,82
2023 Volkswagen ID.4 AWD Pro S,30,152,185,82
2023 Volkswagen ID.4 AWD Pro S,31,150,185,82
2023 Volkswagen ID.4 AWD Pro S,32,148,185,82
2023 Volkswagen ID.4 AWD Pro S,34,143,185,82
2023 Volkswagen ID.4 AWD Pro S,35,141,185,82
2023 Volkswagen ID.4 AWD Pro S,37,137,185,82
2023 Volkswagen ID.4 AWD Pro S,39,133,185,82
2023 Volkswagen ID.4 AWD Pro S,40,131,185,82
2023 Volkswagen ID.4 AWD Pro S,42,127,185,82
2023 Volkswagen ID.4 AWD Pro S,43,125,185,82
2023 Volkswagen ID.4 AWD Pro S,45,120,185,82
2023 Volkswagen ID.4 AWD Pro S,47,116,185,82
2023 Volkswagen ID.4 AWD Pro S,48,114,185,82
2023 Volkswagen ID.4 AWD Pro S,50,111,185,82
2023 Volkswagen ID.4 AWD Pro S,52,109,185,82
2023 Volkswagen ID.4 AWD Pro S,54,107,185,82
2023 Volkswagen ID.4 AWD Pro S,55,106,185,82
2023 Volkswagen ID.4 AWD Pro S,57,104,185,82
2023 Volkswagen ID.4 AWD Pro S,59,102,185,82
2023 Volkswagen ID.4 AWD Pro S,61,99,185,82
2023 Volkswagen ID.4 AWD Pro S,63,97,185,82
2023 Volkswagen ID.4 AWD Pro S,65,95,185,82
2023 Volkswagen ID.4 AWD Pro S,67,94,185,82
2023 Volkswagen ID.4 AWD Pro S,69,94,185,82
2023 Volkswagen ID.4 AWD Pro S,71,94,185,82
2023 Volkswagen ID.4 AWD Pro S,74,94,185,82
2023 Volkswagen ID.4 AWD Pro S,76,94,185,82
2023 Volkswagen ID.4 AWD Pro S,78,92,185,82
2023 Volkswagen ID.4 AWD Pro S,80,91,185,82
2023 Volkswagen ID.4 AWD Pro S,82,89,185,82
2023 Volkswagen ID.4 AWD Pro S,85,79,185,82
2023 Volkswagen ID.4 AWD Pro S,88,70,185,82
2023 Volkswagen ID.4 AWD Pro S,1,178,185,82
2023 Volkswagen ID.4 AWD Pro S,3,181,185,82
2023 Volkswagen ID.4 AWD Pro S,7,184,185,82
2023 Volkswagen ID.4 AWD Pro S,11,185,185,82
2023 Volkswagen ID.4 AWD Pro S,15,182,185,82
2023 Volkswagen ID.4 AWD Pro S,19,175,185,82
2023 Volkswagen ID.4 AWD Pro S,23,168,185,82
2023 Volkswagen ID.4 AWD Pro S,26,161,185,82
2023 Volkswagen ID.4 AWD Pro S,29,152,185,82
2023 Volkswagen ID.4 AWD Pro S,33,145,185,82
2023 Volkswagen ID.4 AWD Pro S,36,139,185,82
2023 Volkswagen ID.4 AWD Pro S,38,133,185,82
2023 Volkswagen ID.4 AWD Pro S,41,127,185,82
2023 Volkswagen ID.4 AWD Pro S,44,122,185,82
2023 Volkswagen ID.4 AWD Pro S,46,117,185,82
2023 Volkswagen ID.4 AWD Pro S,49,112,185,82
2023 Volkswagen ID.4 AWD Pro S,51,110,185,82
2023 Volkswagen ID.4 AWD Pro S,53,107,185,82
2023 Volkswagen ID.4 AWD Pro S,56,104,185,82
2023 Volkswagen ID.4 AWD Pro S,58,102,185,82
2023 Volkswagen ID.4 AWD Pro S,60,101,185,82
2023 Volkswagen ID.4 AWD Pro S,62,98,185,82
2023 Volkswagen ID.4 AWD Pro S,64,96,185,82
2023 Volkswagen ID.4 AWD Pro S,66,94,185,82
2023 Volkswagen ID.4 AWD Pro S,68,94,185,82
2023 Volkswagen ID.4 AWD Pro S,70,94,185,82
2023 Volkswagen ID.4 AWD Pro S,72,94,185,82
2023 Volkswagen ID.4 AWD Pro S,73,94,185,82
2023 Volkswagen ID.4 AWD Pro S,75,94,185,82
2023 Volkswagen ID.4 AWD Pro S,77,92,185,82
2023 Volkswagen ID.4 AWD Pro S,79,92,185,82
2023 Volkswagen ID.4 AWD Pro S,81,90,185,82
2023 Volkswagen ID.4 AWD Pro S,83,86,185,82
2023 Volkswagen ID.4 AWD Pro S,84,81,185,82
2023 Volkswagen ID.4 AWD Pro S,86,76,185,82
2023 Volkswagen ID.4 AWD Pro S,87,71,185,82
2023 Volkswagen ID.4 AWD Pro S,89,67,185,82
2023 Volkswagen ID.4 AWD Pro S,90,63,185,82
2023 Volkswagen ID.4 AWD Pro S,91,59,185,82
2023 Volkswagen ID.4 AWD Pro S,92,55,185,82
2023 Volkswagen ID.4 AWD Pro S,93,51,185,82
2023 Volkswagen ID.4 AWD Pro S,94,48,185,82
2023 Volkswagen ID.4 AWD Pro S,95,45,185,82
2023 Volkswagen ID.4 AWD Pro S,96,43,185,82
2023 Volkswagen ID.4 AWD Pro S,97,40,185,82
2023 Volkswagen ID.4 AWD Pro S,97,38,185,82
2023 Volkswagen ID.4 AWD Pro S,98,36,185,82
2023 Volkswagen ID.4 AWD Pro S,99,34,185,82
2023 Volkswagen ID.4 AWD Pro S,99,31,185,82
2023 Volkswagen ID.4 AWD Pro S,100,0,185,82
2023 Tesla Model Y AWD 4680,1,222,225,75
2023 Tesla Model Y AWD 4680,2,208,225,75
2023 Tesla Model Y AWD 4680,3,201,225,75
2023 Tesla Model Y AWD 4680,4,188,225,75
2023 Tesla Model Y AWD 4680,6,179,225,75
2023 Tesla Model Y AWD 4680,7,172,225,75
2023 Tesla Model Y AWD 4680,8,169,225,75
2023 Tesla Model Y AWD 4680,10,162,225,75
2023 Tesla Model Y AWD 4680,11,158,225,75
2023 Tesla Model Y AWD 4680,13,154,225,75
2023 Tesla Model Y AWD 4680,14,151,225,75
2023 Tesla Model Y AWD 4680,16,147,225,75
2023 Tesla Model Y AWD 4680,17,144,225,75
2023 Tesla Model Y AWD 4680,18,142,225,75
2023 Tesla Model Y AWD 4680,20,135,225,75
2023 Tesla Model Y AWD 4680,21,129,225,75
2023 Tesla Model Y AWD 4680,23,120,225,75
2023 Tesla Model Y AWD 4680,25,110,225,75
2023 Tesla Model Y AWD 4680,26,107,225,75
2023 Tesla Model Y AWD 4680,28,100,225,75
2023 Tesla Model Y AWD 4680,30,92,225,75
2023 Tesla Model Y AWD 4680,32,86,225,75
2023 Tesla Model Y AWD 4680,34,81,225,75
2023 Tesla Model Y AWD 4680,37,76,225,75
2023 Tesla Model Y AWD 4680,39,73,225,75
2023 Tesla Model Y AWD 4680,42,70,225,75
2023 Tesla Model Y AWD 4680,45,68,225,75
2023 Tesla Model Y AWD 4680,47,68,225,75
2023 Tesla Model Y AWD 4680,50,67,225,75
2023 Tesla Model Y AWD 4680,53,66,225,75
2023 Tesla Model Y AWD 4680,56,66,225,75
2023 Tesla Model Y AWD 4680,59,66,225,75
2023 Tesla Model Y AWD 4680,63,60,225,75
2023 Tesla Model Y AWD 4680,66,56,225,75
2023 Tesla Model Y AWD 4680,72,53,225,75
2023 Tesla Model Y AWD 4680,79,52,225,75
2023 Tesla Model Y AWD 4680,100,0,225,75
2023 Tesla Model Y AWD 4680,0,222,225,75
2023 Tesla Model Y AWD 4680,5,181,225,75
2023 Tesla Model Y AWD 4680,9,165,225,75
2023 Tesla Model Y AWD 4680,12,155,225,75
2023 Tesla Model Y AWD 4680,15,148,225,75
2023 Tesla Model Y AWD 4680,19,141,225,75
2023 Tesla Model Y AWD 4680,22,125,225,75
2023 Tesla Model Y AWD 4680,24,112,225,75
2023 Tesla Model Y AWD 4680,27,103,225,75
2023 Tesla Model Y AWD 4680,29,94,225,75
2023 Tesla Model Y AWD 4680,31,87,225,75
2023 Tesla Model Y AWD 4680,33,82,225,75
2023 Tesla Model Y AWD 4680,35,79,225,75
2023 Tesla Model Y AWD 4680,36,76,225,75
2023 Tesla Model Y AWD 4680,38,74,225,75
2023 Tesla Model Y AWD 4680,40,71,225,75
2023 Tesla Model Y AWD 4680,41,70,225,75
2023 Tesla Model Y AWD 4680,43,68,225,75
2023 Tesla Model Y AWD 4680,44,68,225,75
2023 Tesla Model Y AWD 4680,46,68,225,75
2023 Tesla Model Y AWD 4680,48,68,225,75
2023 Tesla Model Y AWD 4680,49,68,225,75
2023 Tesla Model Y AWD 4680,51,67,225,75
2023 Tesla Model Y AWD 4680,52,66,225,75
2023 Tesla Model Y AWD 4680,54,66,225,75
2023 Tesla Model Y AWD 4680,55,66,225,75
2023 Tesla Model Y AWD 4680,57,66,225,75
2023 Tesla Model Y AWD 4680,58,66,225,75
2023 Tesla Model Y AWD 4680,60,65,225,75
2023 Tesla Model Y AWD 4680,61,62,225,75
2023 Tesla Model Y AWD 4680,62,60,225,75
2023 Tesla Model Y AWD 4680,64,58,225,75
2023 Tesla Model Y AWD 4680,65,56,225,75
2023 Tesla Model Y AWD 4680,67,55,225,75
2023 Tesla Model Y AWD 4680,68,54,225,75
2023 Tesla Model Y AWD 4680,69,54,225,75
2023 Tesla Model Y AWD 4680,70,53,225,75
2023 Tesla Model Y AWD 4680,71,53,225,75
2023 Tesla Model Y AWD 4680,73,53,225,75
2023 Tesla Model Y AWD 4680,74,52,225,75
2023 Tesla Model Y AWD 4680,75,53,225,75
2023 Tesla Model Y AWD 4680,76,54,225,75
2023 Tesla Model Y AWD 4680,77,54,225,75
2023 Tesla Model Y AWD 4680,78,54,225,75
2023 Tesla Model Y AWD 4680,80,53,225,75
2023 Tesla Model Y AWD 4680,81,52,225,75
2023 Tesla Model Y AWD 4680,82,51,225,75
2023 Tesla Model Y AWD 4680,83,50,225,75
2023 Tesla Model Y AWD 4680,84,48,225,75
2023 Tesla Model Y AWD 4680,85,47,225,75
2023 Tesla Model Y AWD 4680,86,45,225,75
2023 Tesla Model Y AWD 4680,87,43,225,75
2023 Tesla Model Y AWD 4680,88,41,225,75
2023 Tesla Model Y AWD 4680,89,38,225,75
2023 Tesla Model Y AWD 4680,89,35,225,75
2023 Tesla Model Y AWD 4680,90,35,225,75
2023 Tesla Model Y AWD 4680,91,32,225,75
2023 Tesla Model Y AWD 4680,92,29,225,75
2023 Tesla Model Y AWD 4680,92,27,225,75
2023 Tesla Model Y AWD 4680,93,26,225,75
2023 Tesla Model Y AWD 4680,93,24,225,75
2023 Tesla Model Y AWD 4680,94,22,225,75
2023 Tesla Model Y AWD 4680,94,21,225,75
2023 Tesla Model Y AWD 4680,94,20,225,75
2023 Tesla Model Y AWD 4680,95,19,225,75
2023 Tesla Model Y AWD 4680,95,18,225,75
2023 Tesla Model Y AWD 4680,95,17,225,75
2023 Tesla Model Y AWD 4680,95,16,225,75
2023 Tesla Model Y AWD 4680,96,16,225,75
2023 Tesla Model Y AWD 4680,96,15,225,75
2023 Tesla Model Y AWD 4680,96,14,225,75
2023 Tesla Model Y AWD 4680,97,14,225,75
2023 Tesla Model Y AWD 4680,97,13,225,75
2023 Tesla Model Y AWD 4680,97,12,225,75
2023 Tesla Model Y AWD 4680,98,11,225,75
2023 Tesla Model Y AWD 4680,98,10,225,75
2023 Tesla Model Y AWD 4680,98,8,225,75
2023 Tesla Model Y AWD 4680,99,8,225,75
2023 Tesla Model Y AWD 4680,99,9,225,75
2024 Mercedes EQE SUV 350+,3,166,185,90
2024 Mercedes EQE SUV 350+,5,168,185,90
2024 Mercedes EQE SUV 350+,6,168,185,90
2024 Mercedes EQE SUV 350+,8,170,185,90
2024 Mercedes EQE SUV 350+,10,171,185,90
2024 Mercedes EQE SUV 350+,11,171,185,90
2024 Mercedes EQE SUV 350+,13,172,185,90
2024 Mercedes EQE SUV 350+,15,173,185,90
2024 Mercedes EQE SUV 350+,16,173,185,90
2024 Mercedes EQE SUV 350+,18,173,185,90
2024 Mercedes EQE SUV 350+,19,173,185,90
2024 Mercedes EQE SUV 350+,21,173,185,90
2024 Mercedes EQE SUV 350+,22,174,185,90
2024 Mercedes EQE SUV 350+,24,174,185,90
2024 Mercedes EQE SUV 350+,26,175,185,90
2024 Mercedes EQE SUV 350+,27,175,185,90
2024 Mercedes EQE SUV 350+,29,176,185,90
2024 Mercedes EQE SUV 350+,30,176,185,90
2024 Mercedes EQE SUV 350+,32,177,185,90
2024 Mercedes EQE SUV 350+,33,177,185,90
2024 Mercedes EQE SUV 350+,35,178,185,90
2024 Mercedes EQE SUV 350+,37,179,185,90
2024 Mercedes EQE SUV 350+,38,180,185,90
2024 Mercedes EQE SUV 350+,40,180,185,90
2024 Mercedes EQE SUV 350+,41,180,185,90
2024 Mercedes EQE SUV 350+,43,181,185,90
2024 Mercedes EQE SUV 350+,44,182,185,90
2024 Mercedes EQE SUV 350+,46,183,185,90
2024 Mercedes EQE SUV 350+,47,183,185,90
2024 Mercedes EQE SUV 350+,49,183,185,90
2024 Mercedes EQE SUV 350+,51,177,185,90
2024 Mercedes EQE SUV 350+,52,171,185,90
2024 Mercedes EQE SUV 350+,54,167,185,90
2024 Mercedes EQE SUV 350+,55,164,185,90
2024 Mercedes EQE SUV 350+,57,162,185,90
2024 Mercedes EQE SUV 350+,59,157,185,90
2024 Mercedes EQE SUV 350+,60,154,185,90
2024 Mercedes EQE SUV 350+,62,146,185,90
2024 Mercedes EQE SUV 350+,64,140,185,90
2024 Mercedes EQE SUV 350+,66,133,185,90
2024 Mercedes EQE SUV 350+,68,129,185,90
2024 Mercedes EQE SUV 350+,70,122,185,90
2024 Mercedes EQE SUV 350+,72,118,185,90
2024 Mercedes EQE SUV 350+,74,112,185,90
2024 Mercedes EQE SUV 350+,76,107,185,90
2024 Mercedes EQE SUV 350+,79,98,185,90
2024 Mercedes EQE SUV 350+,82,88,185,90
2024 Mercedes EQE SUV 350+,87,69,185,90
2024 Mercedes EQE SUV 350+,1,163,185,90
2024 Mercedes EQE SUV 350+,2,165,185,90
2024 Mercedes EQE SUV 350+,4,167,185,90
2024 Mercedes EQE SUV 350+,7,169,185,90
2024 Mercedes EQE SUV 350+,9,170,185,90
2024 Mercedes EQE SUV 350+,12,171,185,90
2024 Mercedes EQE SUV 350+,14,172,185,90
2024 Mercedes EQE SUV 350+,17,173,185,90
2024 Mercedes EQE SUV 350+,20,173,185,90
2024 Mercedes EQE SUV 350+,23,174,185,90
2024 Mercedes EQE SUV 350+,25,175,185,90
2024 Mercedes EQE SUV 350+,28,176,185,90
2024 Mercedes EQE SUV 350+,31,177,185,90
2024 Mercedes EQE SUV 350+,34,177,185,90
2024 Mercedes EQE SUV 350+,36,179,185,90
2024 Mercedes EQE SUV 350+,39,180,185,90
2024 Mercedes EQE SUV 350+,42,181,185,90
2024 Mercedes EQE SUV 350+,45,182,185,90
2024 Mercedes EQE SUV 350+,48,183,185,90
2024 Mercedes EQE SUV 350+,50,179,185,90
2024 Mercedes EQE SUV 350+,53,169,185,90
2024 Mercedes EQE SUV 350+,56,162,185,90
2024 Mercedes EQE SUV 350+,58,157,185,90
2024 Mercedes EQE SUV 350+,61,150,185,90
2024 Mercedes EQE SUV 350+,63,143,185,90
2024 Mercedes EQE SUV 350+,65,137,185,90
2024 Mercedes EQE SUV 350+,67,131,185,90
2024 Mercedes EQE SUV 350+,69,126,185,90
2024 Mercedes EQE SUV 350+,71,120,185,90
2024 Mercedes EQE SUV 350+,73,115,185,90
2024 Mercedes EQE SUV 350+,75,110,185,90
2024 Mercedes EQE SUV 350+,77,105,185,90
2024 Mercedes EQE SUV 350+,78,104,185,90
2024 Mercedes EQE SUV 350+,80,97,185,90
2024 Mercedes EQE SUV 350+,81,92,185,90
2024 Mercedes EQE SUV 350+,83,86,185,90
2024 Mercedes EQE SUV 350+,84,79,185,90
2024 Mercedes EQE SUV 350+,85,76,185,90
2024 Mercedes EQE SUV 350+,86,69,185,90
2024 Mercedes EQE SUV 350+,88,64,185,90
2024 Mercedes EQE SUV 350+,88,62,185,90
2024 Mercedes EQE SUV 350+,89,57,185,90
2024 Mercedes EQE SUV 350+,90,54,185,90
2024 Mercedes EQE SUV 350+,91,51,185,90
2024 Mercedes EQE SUV 350+,92,47,185,90
2024 Mercedes EQE SUV 350+,93,44,185,90
2024 Mercedes EQE SUV 350+,93,42,185,90
2024 Mercedes EQE SUV 350+,94,39,185,90
2024 Mercedes EQE SUV 350+,94,37,185,90
2024 Mercedes EQE SUV 350+,95,34,185,90
2024 Mercedes EQE SUV 350+,96,33,185,90
2024 Mercedes EQE SUV 350+,96,30,185,90
2024 Mercedes EQE SUV 350+,97,29,185,90
2024 Mercedes EQE SUV 350+,97,28,185,90
2024 Mercedes EQE SUV 350+,98,27,185,90
2024 Mercedes EQE SUV 350+,98,23,185,90
2024 Mercedes EQE SUV 350+,98,24,185,90
2024 Mercedes EQE SUV 350+,99,23,185,90
2024 Mercedes EQE SUV 350+,99,21,185,90
2024 Mercedes EQE SUV 350+,99,20,185,90
2024 Mercedes EQE SUV 350+,99,19,185,90
2024 Mercedes EQE SUV 350+,99,18,185,90
2024 Mercedes EQE SUV 350+,100,0,185,90
2024 Fiat 500e,1,79,85,42
2024 Fiat 500e,4,80,85,42
2024 Fiat 500e,8,82,85,42
2024 Fiat 500e,12,82,85,42
2024 Fiat 500e,15,83,85,42
2024 Fiat 500e,19,77,85,42
2024 Fiat 500e,22,77,85,42
2024 Fiat 500e,25,71,85,42
2024 Fiat 500e,28,71,85,42
2024 Fiat 500e,31,64,85,42
2024 Fiat 500e,34,64,85,42
2024 Fiat 500e,37,64,85,42
2024 Fiat 500e,39,38,85,42
2024 Fiat 500e,41,38,85,42
2024 Fiat 500e,42,38,85,42
2024 Fiat 500e,44,38,85,42
2024 Fiat 500e,45,38,85,42
2024 Fiat 500e,47,38,85,42
