Vehicle,Soc (%),K W,max power,battery capacity (kWh)
2022 Porsche Taycan 4 CrossTurismo,98,20,270,93
2022 Porsche Taycan 4 CrossTurismo,99,17,270,93
2022 Porsche Taycan 4 CrossTurismo,99,16,270,93
2022 Porsche Taycan 4 CrossTurismo,99,15,270,93
2022 Porsche Taycan 4 CrossTurismo,99,14,270,93
2022 Porsche Taycan 4 CrossTurismo,99,12,270,93
2022 Porsche Taycan 4 CrossTurismo,99,11,270,93
2022 Porsche Taycan 4 CrossTurismo,100,0,270,93
2022 Tesla Model S Plaid,0,149,250,95
2022 Tesla Model S Plaid,1,149,250,95
2022 Tesla Model S Plaid,2,149,250,95
2022 Tesla Model S Plaid,3,152,250,95
2022 Tesla Model S Plaid,4,152,250,95
2022 Tesla Model S Plaid,5,154,250,95
2022 Tesla Model S Plaid,6,201,250,95
2022 Tesla Model S Plaid,7,249,250,95
2022 Tesla Model S Plaid,8,249,250,95
2022 Tesla Model S Plaid,9,249,250,95
2022 Tesla Model S Plaid,10,250,250,95
2022 Tesla Model S Plaid,11,250,250,95
2022 Tesla Model S Plaid,12,250,250,95
2022 Tesla Model S Plaid,13,250,250,95
2022 Tesla Model S Plaid,14,249,250,95
2022 Tesla Model S Plaid,15,249,250,95
2022 Tesla Model S Plaid,16,249,250,95
2022 Tesla Model S Plaid,17,249,250,95
2022 Tesla Model S Plaid,18,249,250,95
2022 Tesla Model S Plaid,19,249,250,95
2022 Tesla Model S Plaid,20,249,250,95
2022 Tesla Model S Plaid,21,249,250,95
2022 Tesla Model S Plaid,22,249,250,95
2022 Tesla Model S Plaid,23,249,250,95
2022 Tesla Model S Plaid,24,249,250,95
2022 Tesla Model S Plaid,25,249,250,95
2022 Tesla Model S Plaid,26,249,250,95
2022 Tesla Model S Plaid,27,249,250,95
2022 Tesla Model S Plaid,28,249,250,95
2022 Tesla Model S Plaid,29,249,250,95
2022 Tesla Model S Plaid,30,249,250,95
2022 Tesla Model S Plaid,31,249,250,95
2022 Tesla Model S Plaid,32,249,250,95
2022 Tesla Model S Plaid,33,244,250,95
2022 Tesla Model S Plaid,34,239,250,95
2022 Tesla Model S Plaid,35,230,250,95
2022 Tesla Model S Plaid,36,222,250,95
2022 Tesla Model S Plaid,37,216,250,95
2022 Tesla Model S Plaid,38,210,250,95
2022 Tesla Model S Plaid,39,203,250,95
2022 Tesla Model S Plaid,40,196,250,95
2022 Tesla Model S Plaid,41,189,250,95
2022 Tesla Model S Plaid,42,182,250,95
2022 Tesla Model S Plaid,43,179,250,95
2022 Tesla Model S Plaid,44,174,250,95
2022 Tesla Model S Plaid,45,169,250,95
2022 Tesla Model S Plaid,46,165,250,95
2022 Tesla Model S Plaid,47,160,250,95
2022 Tesla Model S Plaid,48,157,250,95
2022 Tesla Model S Plaid,49,153,250,95
2022 Tesla Model S Plaid,50,147,250,95
2022 Tesla Model S Plaid,51,145,250,95
2022 Tesla Model S Plaid,52,142,250,95
2022 Tesla Model S Plaid,53,138,250,95
2022 Tesla Model S Plaid,54,135,250,95
2022 Tesla Model S Plaid,55,131,250,95
2022 Tesla Model S Plaid,56,129,250,95
2022 Tesla Model S Plaid,57,125,250,95
2022 Tesla Model S Plaid,58,123,250,95
2022 Tesla Model S Plaid,59,119,250,95
2022 Tesla Model S Plaid,60,118,250,95
2022 Tesla Model S Plaid,61,114,250,95
2022 Tesla Model S Plaid,62,112,250,95
2022 Tesla Model S Plaid,63,109,250,95
2022 Tesla Model S Plaid,64,108,250,95
2022 Tesla Model S Plaid,65,104,250,95
2022 Tesla Model S Plaid,66,103,250,95
2022 Tesla Model S Plaid,67,100,250,95
2022 Tesla Model S Plaid,68,98,250,95
2022 Tesla Model S Plaid,69,96,250,95
2022 Tesla Model S Plaid,70,96,250,95
2022 Tesla Model S Plaid,71,94,250,95
2022 Tesla Model S Plaid,72,91,250,95
2022 Tesla Model S Plaid,73,89,250,95
2022 Tesla Model S Plaid,74,86,250,95
2022 Tesla Model S Plaid,75,85,250,95
2022 Tesla Model S Plaid,76,82,250,95
2022 Tesla Model S Plaid,77,80,250,95
2022 Tesla Model S Plaid,78,78,250,95
2022 Tesla Model S Plaid,79,75,250,95
2022 Tesla Model S Plaid,80,73,250,95
2022 Tesla Model S Plaid,81,71,250,95
2022 Tesla Model S Plaid,82,69,250,95
2022 Tesla Model S Plaid,83,65,250,95
2022 Tesla Model S Plaid,84,64,250,95
2022 Tesla Model S Plaid,85,62,250,95
2022 Tesla Model S Plaid,86,60,250,95
2022 Tesla Model S Plaid,87,58,250,95
2022 Tesla Model S Plaid,88,57,250,95
2022 Tesla Model S Plaid,89,56,250,95
2022 Tesla Model S Plaid,90,54,250,95
2022 Tesla Model S Plaid,91,53,250,95
2022 Tesla Model S Plaid,92,50,250,95
2022 Tesla Model S Plaid,93,49,250,95
2022 Tesla Model S Plaid,94,49,250,95
2022 Tesla Model S Plaid,94,47,250,95
2022 Tesla Model S Plaid,95,46,250,95
2022 Tesla Model S Plaid,96,42,250,95
2022 Tesla Model S Plaid,97,38,250,95
2022 Tesla Model S Plaid,97,34,250,95
2022 Tesla Model S Plaid,98,32,250,95
2022 Tesla Model S Plaid,99,29,250,95
2022 Tesla Model S Plaid,99,27,250,95
2022 Tesla Model S Plaid,99,24,250,95
2022 Tesla Model S Plaid,100,0,250,95
2025 Porsche Macan EV,2,185,295,95
2025 Porsche Macan EV,4,221,295,95
2025 Porsche Macan EV,5,226,295,95
2025 Porsche Macan EV,6,243,295,95
2025 Porsche Macan EV,8,266,295,95
2025 Porsche Macan EV,9,282,295,95
2025 Porsche Macan EV,10,284,295,95
2025 Porsche Macan EV,11,284,295,95
2025 Porsche Macan EV,13,286,295,95
2025 Porsche Macan EV,14,286,295,95
2025 Porsche Macan EV,15,286,295,95
2025 Porsche Macan EV,17,287,295,95
2025 Porsche Macan EV,18,288,295,95
2025 Porsche Macan EV,19,288,295,95
2025 Porsche Macan EV,20,288,295,95
2025 Porsche Macan EV,22,289,295,95
2025 Porsche Macan EV,23,289,295,95
2025 Porsche Macan EV,24,290,295,95
2025 Porsche Macan EV,25,290,295,95
2025 Porsche Macan EV,27,291,295,95
2025 Porsche Macan EV,28,291,295,95
2025 Porsche Macan EV,29,291,295,95
2025 Porsche Macan EV,31,288,295,95
2025 Porsche Macan EV,32,260,295,95
2025 Porsche Macan EV,33,229,295,95
2025 Porsche Macan EV,35,213,295,95
2025 Porsche Macan EV,36,219,295,95
2025 Porsche Macan EV,37,226,295,95
2025 Porsche Macan EV,39,215,295,95
2025 Porsche Macan EV,40,215,295,95
2025 Porsche Macan EV,41,215,295,95
2025 Porsche Macan EV,43,210,295,95
2025 Porsche Macan EV,44,211,295,95
2025 Porsche Macan EV,46,205,295,95
2025 Porsche Macan EV,47,208,295,95
2025 Porsche Macan EV,48,200,295,95
2025 Porsche Macan EV,50,200,295,95
2025 Porsche Macan EV,51,194,295,95
2025 Porsche Macan EV,53,195,295,95
2025 Porsche Macan EV,54,199,295,95
2025 Porsche Macan EV,56,191,295,95
2025 Porsche Macan EV,57,191,295,95
2025 Porsche Macan EV,59,181,295,95
2025 Porsche Macan EV,60,180,295,95
2025 Porsche Macan EV,62,181,295,95
2025 Porsche Macan EV,63,179,295,95
2025 Porsche Macan EV,65,178,295,95
2025 Porsche Macan EV,67,168,295,95
2025 Porsche Macan EV,68,163,295,95
2025 Porsche Macan EV,70,154,295,95
2025 Porsche Macan EV,72,146,295,95
2025 Porsche Macan EV,74,137,295,95
2025 Porsche Macan EV,76,129,295,95
2025 Porsche Macan EV,78,124,295,95
2025 Porsche Macan EV,80,116,295,95
2025 Porsche Macan EV,0,95,295,95
2025 Porsche Macan EV,1,153,295,95
2025 Porsche Macan EV,3,217,295,95
2025 Porsche Macan EV,7,254,295,95
2025 Porsche Macan EV,12,285,295,95
2025 Porsche Macan EV,16,287,295,95
2025 Porsche Macan EV,21,289,295,95
2025 Porsche Macan EV,26,291,295,95
2025 Porsche Macan EV,30,291,295,95
2025 Porsche Macan EV,34,213,295,95
2025 Porsche Macan EV,38,220,295,95
2025 Porsche Macan EV,42,211,295,95
2025 Porsche Macan EV,45,206,295,95
2025 Porsche Macan EV,49,200,295,95
2025 Porsche Macan EV,52,195,295,95
2025 Porsche Macan EV,55,190,295,95
2025 Porsche Macan EV,58,189,295,95
2025 Porsche Macan EV,61,178,295,95
2025 Porsche Macan EV,64,175,295,95
2025 Porsche Macan EV,66,173,295,95
2025 Porsche Macan EV,69,159,295,95
2025 Porsche Macan EV,71,150,295,95
2025 Porsche Macan EV,73,142,295,95
2025 Porsche Macan EV,75,133,295,95
2025 Porsche Macan EV,77,127,295,95
2025 Porsche Macan EV,79,121,295,95
2025 Porsche Macan EV,81,114,295,95
2025 Porsche Macan EV,82,102,295,95
2025 Porsche Macan EV,83,89,295,95
2025 Porsche Macan EV,84,77,295,95
2025 Porsche Macan EV,85,63,295,95
2025 Porsche Macan EV,86,51,295,95
2025 Porsche Macan EV,87,48,295,95
2025 Porsche Macan EV,88,45,295,95
2025 Porsche Macan EV,89,40,295,95
2025 Porsche Macan EV,90,35,295,95
2025 Porsche Macan EV,91,34,295,95
2025 Porsche Macan EV,92,32,295,95
2025 Porsche Macan EV,93,30,295,95
2025 Porsche Macan EV,94,27,295,95
2025 Porsche Macan EV,95,23,295,95
2025 Porsche Macan EV,96,22,295,95
2025 Porsche Macan EV,97,19,295,95
2025 Porsche Macan EV,98,14,295,95
2025 Porsche Macan EV,99,10,295,95
2025 Porsche Macan EV,100,0,295,95
2024 Chevrolet Blazer EV,1,137,155,102
2024 Chevrolet Blazer EV,3,144,155,102
2024 Chevrolet Blazer EV,4,147,155,102
2024 Chevrolet Blazer EV,6,150,155,102
2024 Chevrolet Blazer EV,8,150,155,102
2024 Chevrolet Blazer EV,9,152,155,102
2024 Chevrolet Blazer EV,11,153,155,102
2024 Chevrolet Blazer EV,13,154,155,102
2024 Chevrolet Blazer EV,15,154,155,102
2024 Chevrolet Blazer EV,16,155,155,102
2024 Chevrolet Blazer EV,18,155,155,102
2024 Chevrolet Blazer EV,20,152,155,102
2024 Chevrolet Blazer EV,22,153,155,102
2024 Chevrolet Blazer EV,24,154,155,102
2024 Chevrolet Blazer EV,28,153,155,102
2024 Chevrolet Blazer EV,36,141,155,102
2024 Chevrolet Blazer EV,40,124,155,102
2024 Chevrolet Blazer EV,45,125,155,102
2024 Chevrolet Blazer EV,47,126,155,102
2024 Chevrolet Blazer EV,50,126,155,102
2024 Chevrolet Blazer EV,54,123,155,102
2024 Chevrolet Blazer EV,56,120,155,102
2024 Chevrolet Blazer EV,60,108,155,102
2024 Chevrolet Blazer EV,62,91,155,102
2024 Chevrolet Blazer EV,65,91,155,102
2024 Chevrolet Blazer EV,68,91,155,102
2024 Chevrolet Blazer EV,71,94,155,102
2024 Chevrolet Blazer EV,74,93,155,102
2024 Chevrolet Blazer EV,76,93,155,102
2024 Chevrolet Blazer EV,82,54,155,102
2024 Chevrolet Blazer EV,2,138,155,102
2024 Chevrolet Blazer EV,5,149,155,102
2024 Chevrolet Blazer EV,7,151,155,102
2024 Chevrolet Blazer EV,10,153,155,102
2024 Chevrolet Blazer EV,12,154,155,102
2024 Chevrolet Blazer EV,14,154,155,102
2024 Chevrolet Blazer EV,17,155,155,102
2024 Chevrolet Blazer EV,19,152,155,102
2024 Chevrolet Blazer EV,21,153,155,102
2024 Chevrolet Blazer EV,23,153,155,102
2024 Chevrolet Blazer EV,25,154,155,102
2024 Chevrolet Blazer EV,26,154,155,102
2024 Chevrolet Blazer EV,27,154,155,102
2024 Chevrolet Blazer EV,29,152,155,102
2024 Chevrolet Blazer EV,30,149,155,102
2024 Chevrolet Blazer EV,31,147,155,102
2024 Chevrolet Blazer EV,32,145,155,102
2024 Chevrolet Blazer EV,33,144,155,102
2024 Chevrolet Blazer EV,34,142,155,102
2024 Chevrolet Blazer EV,35,141,155,102
2024 Chevrolet Blazer EV,37,125,155,102
2024 Chevrolet Blazer EV,38,124,155,102
2024 Chevrolet Blazer EV,39,124,155,102
2024 Chevrolet Blazer EV,41,124,155,102
2024 Chevrolet Blazer EV,42,125,155,102
2024 Chevrolet Blazer EV,43,125,155,102
2024 Chevrolet Blazer EV,44,125,155,102
2024 Chevrolet Blazer EV,46,125,155,102
2024 Chevrolet Blazer EV,48,126,155,102
2024 Chevrolet Blazer EV,49,126,155,102
2024 Chevrolet Blazer EV,51,126,155,102
2024 Chevrolet Blazer EV,52,126,155,102
2024 Chevrolet Blazer EV,53,126,155,102
2024 Chevrolet Blazer EV,55,122,155,102
2024 Chevrolet Blazer EV,57,118,155,102
2024 Chevrolet Blazer EV,58,115,155,102
2024 Chevrolet Blazer EV,59,114,155,102
2024 Chevrolet Blazer EV,61,101,155,102
2024 Chevrolet Blazer EV,63,91,155,102
2024 Chevrolet Blazer EV,64,91,155,102
2024 Chevrolet Blazer EV,66,90,155,102
2024 Chevrolet Blazer EV,67,90,155,102
2024 Chevrolet Blazer EV,69,92,155,102
2024 Chevrolet Blazer EV,70,93,155,102
2024 Chevrolet Blazer EV,72,95,155,102
2024 Chevrolet Blazer EV,73,94,155,102
2024 Chevrolet Blazer EV,75,93,155,102
2024 Chevrolet Blazer EV,77,85,155,102
2024 Chevrolet Blazer EV,78,78,155,102
2024 Chevrolet Blazer EV,79,71,155,102
2024 Chevrolet Blazer EV,80,66,155,102
2024 Chevrolet Blazer EV,81,60,155,102
2024 Chevrolet Blazer EV,83,50,155,102
2024 Chevrolet Blazer EV,84,46,155,102
2024 Chevrolet Blazer EV,85,43,155,102
2024 Chevrolet Blazer EV,86,39,155,102
2024 Chevrolet Blazer EV,87,36,155,102
2024 Chevrolet Blazer EV,88,34,155,102
2024 Chevrolet Blazer EV,89,31,155,102
2024 Chevrolet Blazer EV,90,29,155,102
2024 Chevrolet Blazer EV,91,27,155,102
2024 Chevrolet Blazer EV,92,25,155,102
2024 Chevrolet Blazer EV,93,23,155,102
2024 Chevrolet Blazer EV,94,21,155,102
2024 Chevrolet Blazer EV,95,20,155,102
2024 Chevrolet Blazer EV,96,17,155,102
2024 Chevrolet Blazer EV,97,16,155,102
2024 Chevrolet Blazer EV,98,13,155,102
2022 Volkswagen ID.4 (LG Battery),1,121,130,77
2022 Volkswagen ID.4 (LG Battery),2,123,130,77
2022 Volkswagen ID.4 (LG Battery),4,127,130,77
2022 Volkswagen ID.4 (LG Battery),7,126,130,77
2022 Volkswagen ID.4 (LG Battery),9,126,130,77
2022 Volkswagen ID.4 (LG Battery),11,126,130,77
2022 Volkswagen ID.4 (LG Battery),14,126,130,77
2022 Volkswagen ID.4 (LG Battery),16,126,130,77
2022 Volkswagen ID.4 (LG Battery),18,126,130,77
2022 Volkswagen ID.4 (LG Battery),20,126,130,77
2022 Volkswagen ID.4 (LG Battery),23,126,130,77
2022 Volkswagen ID.4 (LG Battery),26,127,130,77
2022 Volkswagen ID.4 (LG Battery),29,126,130,77
2022 Volkswagen ID.4 (LG Battery),31,124,130,77
2022 Volkswagen ID.4 (LG Battery),34,121,130,77
2022 Volkswagen ID.4 (LG Battery),37,118,130,77
2022 Volkswagen ID.4 (LG Battery),39,112,130,77
2022 Volkswagen ID.4 (LG Battery),41,108,130,77
2022 Volkswagen ID.4 (LG Battery),44,105,130,77
2022 Volkswagen ID.4 (LG Battery),46,102,130,77
2022 Volkswagen ID.4 (LG Battery),48,97,130,77
2022 Volkswagen ID.4 (LG Battery),50,94,130,77
2022 Volkswagen ID.4 (LG Battery),52,92,130,77
2022 Volkswagen ID.4 (LG Battery),54,88,130,77
2022 Volkswagen ID.4 (LG Battery),56,87,130,77
2022 Volkswagen ID.4 (LG Battery),58,84,130,77
2022 Volkswagen ID.4 (LG Battery),60,80,130,77
2022 Volkswagen ID.4 (LG Battery),61,77,130,77
2022 Volkswagen ID.4 (LG Battery),63,74,130,77
2022 Volkswagen ID.4 (LG Battery),65,72,130,77
2022 Volkswagen ID.4 (LG Battery),66,70,130,77
2022 Volkswagen ID.4 (LG Battery),68,67,130,77
2022 Volkswagen ID.4 (LG Battery),69,65,130,77
2022 Volkswagen ID.4 (LG Battery),70,64,130,77
2022 Volkswagen ID.4 (LG Battery),71,64,130,77
2022 Volkswagen ID.4 (LG Battery),73,65,130,77
2022 Volkswagen ID.4 (LG Battery),74,64,130,77
2022 Volkswagen ID.4 (LG Battery),76,64,130,77
2022 Volkswagen ID.4 (LG Battery),77,65,130,77
2022 Volkswagen ID.4 (LG Battery),78,65,130,77
2022 Volkswagen ID.4 (LG Battery),80,65,130,77
2022 Volkswagen ID.4 (LG Battery),81,66,130,77
2022 Volkswagen ID.4 (LG Battery),82,61,130,77
2022 Volkswagen ID.4 (LG Battery),83,55,130,77
2022 Volkswagen ID.4 (LG Battery),85,49,130,77
2022 Volkswagen ID.4 (LG Battery),86,48,130,77
2022 Volkswagen ID.4 (LG Battery),87,44,130,77
2022 Volkswagen ID.4 (LG Battery),87,41,130,77
2022 Volkswagen ID.4 (LG Battery),88,40,130,77
2022 Volkswagen ID.4 (LG Battery),89,39,130,77
2022 Volkswagen ID.4 (LG Battery),90,38,130,77
2022 Volkswagen ID.4 (LG Battery),91,37,130,77
2022 Volkswagen ID.4 (LG Battery),92,35,130,77
2022 Volkswagen ID.4 (LG Battery),93,34,130,77
2022 Volkswagen ID.4 (LG Battery),93,33,130,77
2022 Volkswagen ID.4 (LG Battery),94,33,130,77
2022 Volkswagen ID.4 (LG Battery),95,32,130,77
2022 Volkswagen ID.4 (LG Battery),95,31,130,77
2022 Volkswagen ID.4 (LG Battery),96,30,130,77
2022 Volkswagen ID.4 (LG Battery),97,30,130,77
2022 Volkswagen ID.4 (LG Battery),98,29,130,77
2022 Volkswagen ID.4 (LG Battery),98,28,130,77
2022 Volkswagen ID.4 (LG Battery),99,28,130,77
2022 Volkswagen ID.4 (LG Battery),99,17,130,77
2022 Volkswagen ID.4 (LG Battery),100,0,130,77
2024 Polestar 2 Performance,1,143,155,79
2024 Polestar 2 Performance,2,143,155,79
2024 Polestar 2 Performance,4,145,155,79
2024 Polestar 2 Performance,6,146,155,79
2024 Polestar 2 Performance,7,148,155,79
2024 Polestar 2 Performance,9,149,155,79
2024 Polestar 2 Performance,11,143,155,79
2024 Polestar 2 Performance,13,130,155,79
2024 Polestar 2 Performance,15,111,155,79
2024 Polestar 2 Performance,16,108,155,79
2024 Polestar 2 Performance,18,103,155,79
2024 Polestar 2 Performance,20,103,155,79
2024 Polestar 2 Performance,22,104,155,79
2024 Polestar 2 Performance,24,105,155,79
2024 Polestar 2 Performance,26,99,155,79
2024 Polestar 2 Performance,28,99,155,79
2024 Polestar 2 Performance,30,95,155,79
2024 Polestar 2 Performance,32,96,155,79
2024 Polestar 2 Performance,34,93,155,79
2024 Polestar 2 Performance,36,93,155,79
2024 Polestar 2 Performance,39,89,155,79
2024 Polestar 2 Performance,41,90,155,79
2024 Polestar 2 Performance,43,84,155,79
2024 Polestar 2 Performance,45,84,155,79
2024 Polestar 2 Performance,48,79,155,79
2024 Polestar 2 Performance,51,85,155,79
2024 Polestar 2 Performance,53,85,155,79
2024 Polestar 2 Performance,59,71,155,79
2024 Polestar 2 Performance,64,68,155,79
2024 Polestar 2 Performance,66,68,155,79
2024 Polestar 2 Performance,68,69,155,79
2024 Polestar 2 Performance,70,69,155,79
2024 Polestar 2 Performance,72,69,155,79
2024 Polestar 2 Performance,75,70,155,79
2024 Polestar 2 Performance,98,,155,79
2024 Polestar 2 Performance,99,,155,79
2024 Polestar 2 Performance,100,,155,79
2024 Polestar 2 Performance,0,99,155,79
2024 Polestar 2 Performance,3,145,155,79
2024 Polestar 2 Performance,5,146,155,79
2024 Polestar 2 Performance,8,148,155,79
2024 Polestar 2 Performance,10,151,155,79
2024 Polestar 2 Performance,12,137,155,79
2024 Polestar 2 Performance,14,118,155,79
2024 Polestar 2 Performance,17,104,155,79
2024 Polestar 2 Performance,19,103,155,79
2024 Polestar 2 Performance,21,102,155,79
2024 Polestar 2 Performance,23,104,155,79
2024 Polestar 2 Performance,25,102,155,79
2024 Polestar 2 Performance,27,99,155,79
2024 Polestar 2 Performance,29,99,155,79
2024 Polestar 2 Performance,31,96,155,79
2024 Polestar 2 Performance,33,93,155,79
2024 Polestar 2 Performance,35,93,155,79
2024 Polestar 2 Performance,37,93,155,79
2024 Polestar 2 Performance,38,91,155,79
2024 Polestar 2 Performance,40,90,155,79
2024 Polestar 2 Performance,42,80,155,79
2024 Polestar 2 Performance,44,84,155,79
2024 Polestar 2 Performance,46,83,155,79
2024 Polestar 2 Performance,47,78,155,79
2024 Polestar 2 Performance,49,82,155,79
2024 Polestar 2 Performance,50,85,155,79
2024 Polestar 2 Performance,52,85,155,79
2024 Polestar 2 Performance,54,88,155,79
2024 Polestar 2 Performance,56,63,155,79
2024 Polestar 2 Performance,57,65,155,79
2024 Polestar 2 Performance,58,69,155,79
2024 Polestar 2 Performance,60,73,155,79
2024 Polestar 2 Performance,61,61,155,79
2024 Polestar 2 Performance,62,66,155,79
2024 Polestar 2 Performance,63,77,155,79
2024 Polestar 2 Performance,65,68,155,79
2024 Polestar 2 Performance,67,69,155,79
2024 Polestar 2 Performance,69,69,155,79
2024 Polestar 2 Performance,71,69,155,79
2024 Polestar 2 Performance,73,70,155,79
2024 Polestar 2 Performance,74,70,155,79
2024 Polestar 2 Performance,76,70,155,79
2024 Polestar 2 Performance,77,60,155,79
2024 Polestar 2 Performance,78,61,155,79
2024 Polestar 2 Performance,79,52,155,79
2024 Polestar 2 Performance,80,39,155,79
2024 Polestar 2 Performance,81,41,155,79
2024 Polestar 2 Performance,82,41,155,79
2024 Polestar 2 Performance,83,41,155,79
2024 Polestar 2 Performance,84,30,155,79
2024 Polestar 2 Performance,85,29,155,79
2024 Polestar 2 Performance,86,30,155,79
2024 Polestar 2 Performance,87,30,155,79
2024 Polestar 2 Performance,88,29,155,79
2024 Polestar 2 Performance,88,30,155,79
2024 Polestar 2 Performance,89,29,155,79
2024 Polestar 2 Performance,89,28,155,79
2024 Polestar 2 Performance,90,16,155,79
2024 Polestar 2 Performance,91,16,155,79
2024 Polestar 2 Performance,92,16,155,79
2024 Polestar 2 Performance,93,16,155,79
2024 Polestar 2 Performance,93,8,155,79
2024 Polestar 2 Performance,94,8,155,79
2024 Polestar 2 Performance,94,9,155,79
2024 Polestar 2 Performance,94,7,155,79
2024 Polestar 2 Performance,95,7,155,79
2024 Polestar 2 Performance,96,7,155,79
2024 Polestar 2 Performance,97,7,155,79
2022 Honda E,0,45,50,35.5
2022 Honda E,2,47,50,35.5
2022 Honda E,4,48,50,35.5
2022 Honda E,8,48,50,35.5
2022 Honda E,11,41,50,35.5
2022 Honda E,13,41,50,35.5
2022 Honda E,16,42,50,35.5
2022 Honda E,19,41,50,35.5
2022 Honda E,22,42,50,35.5
2022 Honda E,25,42,50,35.5
2022 Honda E,28,42,50,35.5
2022 Honda E,31,27,50,35.5
2022 Honda E,33,29,50,35.5
2022 Honda E,35,30,50,35.5
2022 Honda E,38,29,50,35.5
2022 Honda E,40,29,50,35.5
2022 Honda E,42,29,50,35.5
2022 Honda E,44,29,50,35.5
2022 Honda E,46,30,50,35.5
2022 Honda E,48,30,50,35.5
2022 Honda E,50,30,50,35.5
2022 Honda E,51,30,50,35.5
2022 Honda E,53,30,50,35.5
2022 Honda E,55,30,50,35.5
2022 Honda E,57,30,50,35.5
2022 Honda E,59,30,50,35.5
2022 Honda E,60,30,50,35.5
2022 Honda E,62,19,50,35.5
2022 Honda E,63,19,50,35.5
2022 Honda E,64,19,50,35.5
2022 Honda E,65,19,50,35.5
2022 Honda E,66,19,50,35.5
2022 Honda E,67,19,50,35.5
2022 Honda E,68,19,50,35.5
2022 Honda E,69,19,50,35.5
2022 Honda E,70,19,50,35.5
2022 Honda E,72,19,50,35.5
2022 Honda E,73,19,50,35.5
2022 Honda E,74,19,50,35.5
2022 Honda E,75,19,50,35.5
2022 Honda E,76,19,50,35.5
2022 Honda E,77,19,50,35.5
2022 Honda E,78,20,50,35.5
2022 Honda E,79,20,50,35.5
2022 Honda E,80,20,50,35.5
2022 Honda E,82,20,50,35.5
2022 Honda E,83,20,50,35.5
2022 Honda E,84,20,50,35.5
2022 Honda E,85,21,50,35.5
2022 Honda E,86,21,50,35.5
2022 Honda E,87,21,50,35.5
2022 Honda E,88,21,50,35.5
2022 Honda E,89,21,50,35.5
2022 Honda E,90,21,50,35.5
2022 Honda E,91,21,50,35.5
2022 Honda E,92,21,50,35.5
2022 Honda E,93,21,50,35.5
2022 Honda E,94,21,50,35.5
2022 Honda E,95,20,50,35.5
2022 Honda E,96,1,50,35.5
2022 Honda E,96,3,50,35.5
2022 Honda E,96,5,50,35.5
2022 Honda E,96,6,50,35.5
2022 Honda E,96,7,50,35.5
2022 Honda E,96,8,50,35.5
2022 Honda E,97,9,50,35.5
2022 Honda E,97,10,50,35.5
2022 Honda E,97,7,50,35.5
2022 Honda E,98,6,50,35.5
2022 Honda E,98,5,50,35.5
2022 Honda E,98,4,50,35.5
2022 Honda E,100,0,50,35.5
2022 Volkswagen ID.3 (62 kWh),0,109,135,62
2022 Volkswagen ID.3 (62 kWh),2,117,135,62
2022 Volkswagen ID.3 (62 kWh),5,129,135,62
2022 Volkswagen ID.3 (62 kWh),8,131,135,62
2022 Volkswagen ID.3 (62 kWh),12,131,135,62
2022 Volkswagen ID.3 (62 kWh),15,132,135,62
2022 Volkswagen ID.3 (62 kWh),18,133,135,62
2022 Volkswagen ID.3 (62 kWh),21,122,135,62
2022 Volkswagen ID.3 (62 kWh),25,111,135,62
2022 Volkswagen ID.3 (62 kWh),28,103,135,62
2022 Volkswagen ID.3 (62 kWh),31,98,135,62
2022 Volkswagen ID.3 (62 kWh),34,95,135,62
2022 Volkswagen ID.3 (62 kWh),36,92,135,62
2022 Volkswagen ID.3 (62 kWh),39,87,135,62
2022 Volkswagen ID.3 (62 kWh),42,84,135,62
2022 Volkswagen ID.3 (62 kWh),44,79,135,62
2022 Volkswagen ID.3 (62 kWh),46,76,135,62
2022 Volkswagen ID.3 (62 kWh),48,75,135,62
2022 Volkswagen ID.3 (62 kWh),50,74,135,62
