"Scenario_02_(2,2,0): MCU1(O1:ON, O2:OFF); MCU2(O1:ON, O2:OFF); MCU3(OFF); MCU4(OFF)"
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
69,T69: 01:09,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,254kW,24.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,254kW,24.1%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
70,T70: 01:10,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,24.2%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,24.2%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
71,T71: 01:11,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,24.2%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,24.2%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
72,T72: 01:12,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,24.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,24.3%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
73,T73: 01:13,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,24.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,24.3%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
74,T74: 01:14,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.4%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
75,T75: 01:15,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.4%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
76,T76: 01:16,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.5%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.5%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
77,T77: 01:17,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.6%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
78,T78: 01:18,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,24.6%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
79,T79: 01:19,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,24.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,24.7%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
80,T80: 01:20,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,24.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,24.7%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
81,T81: 01:21,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,24.8%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,24.8%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
82,T82: 01:22,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,24.9%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,24.9%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
83,T83: 01:23,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,24.9%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,24.9%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
84,T84: 01:24,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.0%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.0%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
85,T85: 01:25,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.0%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.0%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
86,T86: 01:26,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.1%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
87,T87: 01:27,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.1%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
88,T88: 01:28,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.2%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,258kW,25.2%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
89,T89: 01:29,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.3%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
90,T90: 01:30,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.3%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
91,T91: 01:31,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.4%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
92,T92: 01:32,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.4%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
93,T93: 01:33,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.5%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.5%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
94,T94: 01:34,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.6%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
95,T95: 01:35,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.6%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
96,T96: 01:36,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.7%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
97,T97: 01:37,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,257kW,25.7%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
98,T98: 01:38,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,25.8%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,25.8%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
99,T99: 01:39,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,25.8%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,25.8%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
100,T100: 01:40,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,25.9%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,25.9%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
101,T101: 01:41,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,26.0%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,26.0%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
102,T102: 01:42,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,26.0%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,256kW,26.0%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
103,T103: 01:43,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,26.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,26.1%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
104,T104: 01:44,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,26.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,255kW,26.1%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
105,T105: 01:45,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,254kW,26.2%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,254kW,26.2%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
106,T106: 01:46,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,254kW,26.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,254kW,26.3%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
107,T107: 01:47,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,253kW,26.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,253kW,26.3%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
108,T108: 01:48,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,253kW,26.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,253kW,26.4%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
109,T109: 01:49,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,253kW,26.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,253kW,26.4%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
110,T110: 01:50,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,252kW,26.5%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,252kW,26.5%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
111,T111: 01:51,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,252kW,26.5%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,252kW,26.5%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
112,T112: 01:52,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,251kW,26.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,251kW,26.6%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
113,T113: 01:53,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,251kW,26.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,251kW,26.7%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
114,T114: 01:54,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,250kW,26.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,250kW,26.7%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
115,T115: 01:55,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,250kW,26.8%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,250kW,26.8%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
116,T116: 01:56,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,249kW,26.8%,-,-,-,ON,OFF,OFF,ON,ON,ON,300kW,249kW,26.8%,-,-,-,OFF,OFF,ON,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
117,T117: 01:57,M3.R1 opened,-,M3.R1 opened; M1.R1 opened,ON,OFF,OFF,ON,ON,ON,250kW,249kW,26.9%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,249kW,26.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
118,T118: 01:58,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,248kW,26.9%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,248kW,26.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
119,T119: 01:59,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,248kW,27.0%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,248kW,27.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
120,T120: 02:00,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,248kW,27.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,248kW,27.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
121,T121: 02:01,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,247kW,27.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,247kW,27.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
122,T122: 02:02,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,247kW,27.2%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,247kW,27.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
123,T123: 02:03,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,247kW,27.2%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,247kW,27.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
124,T124: 02:04,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,246kW,27.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,246kW,27.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
125,T125: 02:05,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,246kW,27.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,246kW,27.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
126,T126: 02:06,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,246kW,27.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,246kW,27.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
127,T127: 02:07,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,245kW,27.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,245kW,27.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
128,T128: 02:08,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,245kW,27.5%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,245kW,27.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
129,T129: 02:09,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,245kW,27.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,245kW,27.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
130,T130: 02:10,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,244kW,27.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,244kW,27.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
131,T131: 02:11,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,244kW,27.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,244kW,27.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
132,T132: 02:12,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,244kW,27.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,244kW,27.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
133,T133: 02:13,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,243kW,27.8%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,243kW,27.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
134,T134: 02:14,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,243kW,27.8%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,243kW,27.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
135,T135: 02:15,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,243kW,27.9%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,243kW,27.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
136,T136: 02:16,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,242kW,27.9%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,242kW,27.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
137,T137: 02:17,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,242kW,28.0%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,242kW,28.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
138,T138: 02:18,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,242kW,28.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,242kW,28.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
139,T139: 02:19,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,241kW,28.1%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,241kW,28.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
140,T140: 02:20,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,241kW,28.2%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,241kW,28.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
141,T141: 02:21,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,241kW,28.2%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,241kW,28.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
142,T142: 02:22,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,240kW,28.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,240kW,28.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
143,T143: 02:23,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,240kW,28.3%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,240kW,28.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
144,T144: 02:24,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,240kW,28.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,240kW,28.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
145,T145: 02:25,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,239kW,28.4%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,239kW,28.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
146,T146: 02:26,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,239kW,28.5%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,239kW,28.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
147,T147: 02:27,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,239kW,28.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,239kW,28.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
148,T148: 02:28,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,238kW,28.6%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,238kW,28.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
149,T149: 02:29,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,238kW,28.7%,-,-,-,ON,OFF,OFF,ON,ON,ON,250kW,238kW,28.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
