"Scenario_14_(0,0,4): MCU1(O1:ON, O2:ON); MCU2(O1:ON, O2:ON); MCU3(O1:ON, O2:ON); MCU4(O1:ON, O2:ON)"
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
1118,T1118: 18:38,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.8%,125kW,139kW,51.8%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.8%,125kW,139kW,51.8%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.8%,125kW,139kW,51.8%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.8%,125kW,139kW,51.8%
1119,T1119: 18:39,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.8%,125kW,139kW,51.8%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.8%,125kW,139kW,51.8%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.8%,125kW,139kW,51.8%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.8%,125kW,139kW,51.8%
1120,T1120: 18:40,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%
1121,T1121: 18:41,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%
1122,T1122: 18:42,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,51.9%,125kW,139kW,51.9%
1123,T1123: 18:43,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%
1124,T1124: 18:44,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%
1125,T1125: 18:45,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%
1126,T1126: 18:46,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.0%,125kW,139kW,52.0%
1127,T1127: 18:47,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%
1128,T1128: 18:48,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%
1129,T1129: 18:49,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.1%,125kW,139kW,52.1%
1130,T1130: 18:50,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.2%,125kW,139kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.2%,125kW,139kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.2%,125kW,139kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,139kW,52.2%,125kW,139kW,52.2%
1131,T1131: 18:51,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%
1132,T1132: 18:52,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%
1133,T1133: 18:53,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.2%,125kW,138kW,52.2%
1134,T1134: 18:54,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%
1135,T1135: 18:55,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%
1136,T1136: 18:56,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.3%,125kW,138kW,52.3%
1137,T1137: 18:57,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%
1138,T1138: 18:58,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%
1139,T1139: 18:59,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%
1140,T1140: 19:00,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.4%,125kW,138kW,52.4%
1141,T1141: 19:01,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.5%,125kW,138kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.5%,125kW,138kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.5%,125kW,138kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,138kW,52.5%,125kW,138kW,52.5%
1142,T1142: 19:02,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.5%,125kW,137kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.5%,125kW,137kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.5%,125kW,137kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.5%,125kW,137kW,52.5%
1143,T1143: 19:03,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.5%,125kW,137kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.5%,125kW,137kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.5%,125kW,137kW,52.5%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.5%,125kW,137kW,52.5%
1144,T1144: 19:04,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%
1145,T1145: 19:05,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%
1146,T1146: 19:06,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%
1147,T1147: 19:07,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.6%,125kW,137kW,52.6%
1148,T1148: 19:08,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%
1149,T1149: 19:09,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%
1150,T1150: 19:10,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.7%,125kW,137kW,52.7%
1151,T1151: 19:11,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%
1152,T1152: 19:12,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%
1153,T1153: 19:13,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,137kW,52.8%,125kW,137kW,52.8%
1154,T1154: 19:14,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.8%,125kW,136kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.8%,125kW,136kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.8%,125kW,136kW,52.8%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.8%,125kW,136kW,52.8%
1155,T1155: 19:15,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%
1156,T1156: 19:16,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%
1157,T1157: 19:17,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,52.9%,125kW,136kW,52.9%
1158,T1158: 19:18,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%
1159,T1159: 19:19,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%
1160,T1160: 19:20,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%
1161,T1161: 19:21,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.0%,125kW,136kW,53.0%
1162,T1162: 19:22,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.1%,125kW,136kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.1%,125kW,136kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.1%,125kW,136kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.1%,125kW,136kW,53.1%
1163,T1163: 19:23,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.1%,125kW,136kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.1%,125kW,136kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.1%,125kW,136kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,136kW,53.1%,125kW,136kW,53.1%
1164,T1164: 19:24,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.1%,125kW,135kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.1%,125kW,135kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.1%,125kW,135kW,53.1%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.1%,125kW,135kW,53.1%
1165,T1165: 19:25,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%
1166,T1166: 19:26,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%
1167,T1167: 19:27,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%
1168,T1168: 19:28,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.2%,125kW,135kW,53.2%
1169,T1169: 19:29,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%
1170,T1170: 19:30,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%
1171,T1171: 19:31,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.3%,125kW,135kW,53.3%
1172,T1172: 19:32,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.4%,125kW,135kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.4%,125kW,135kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.4%,125kW,135kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,135kW,53.4%,125kW,135kW,53.4%
1173,T1173: 19:33,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%
1174,T1174: 19:34,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%
1175,T1175: 19:35,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.4%,125kW,134kW,53.4%
1176,T1176: 19:36,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%
1177,T1177: 19:37,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%
1178,T1178: 19:38,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.5%,125kW,134kW,53.5%
1179,T1179: 19:39,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%
1180,T1180: 19:40,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%
1181,T1181: 19:41,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,134kW,53.6%,125kW,134kW,53.6%
1182,T1182: 19:42,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,133kW,53.6%,125kW,133kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,133kW,53.6%,125kW,133kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,133kW,53.6%,125kW,133kW,53.6%,ON,ON,OFF,ON,OFF,ON,125kW,133kW,53.6%,125kW,133kW,53.6%
1183,T1183: 19:43,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,133kW,53.7%,125kW,133kW,53.7%,ON,ON,OFF,ON,OFF,ON,125kW,133kW,53.7%,125kW,133kW,53.7%,ON,ON,OFF,ON,OFF,ON,125kW,133kW,53.7%,125kW,133kW,53.7%,ON,ON,OFF,ON,OFF,ON,125kW,133kW,53.7%,125kW,133kW,53.7%
