"Scenario_14_(0,0,4): MCU1(O1:ON, O2:ON); MCU2(O1:ON, O2:ON); MCU3(O1:ON, O2:ON); MCU4(O1:ON, O2:ON)"
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
1661,T1661: 27:41,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%
1662,T1662: 27:42,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%
1663,T1663: 27:43,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%
1664,T1664: 27:44,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%
1665,T1665: 27:45,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,65.9%,125kW,93kW,65.9%
1666,T1666: 27:46,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%
1667,T1667: 27:47,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%
1668,T1668: 27:48,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%
1669,T1669: 27:49,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.0%,125kW,93kW,66.0%
1670,T1670: 27:50,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%
1671,T1671: 27:51,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%
1672,T1672: 27:52,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%
1673,T1673: 27:53,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%
1674,T1674: 27:54,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.1%,125kW,93kW,66.1%
1675,T1675: 27:55,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%
1676,T1676: 27:56,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%
1677,T1677: 27:57,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%
1678,T1678: 27:58,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%
1679,T1679: 27:59,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%,ON,ON,OFF,ON,OFF,ON,125kW,93kW,66.2%,125kW,93kW,66.2%
1680,T1680: 28:00,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%
1681,T1681: 28:01,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%
1682,T1682: 28:02,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%
1683,T1683: 28:03,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%
1684,T1684: 28:04,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.3%,125kW,92kW,66.3%
1685,T1685: 28:05,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%
1686,T1686: 28:06,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%
1687,T1687: 28:07,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%
1688,T1688: 28:08,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.4%,125kW,92kW,66.4%
1689,T1689: 28:09,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%
1690,T1690: 28:10,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%
1691,T1691: 28:11,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%
1692,T1692: 28:12,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%
1693,T1693: 28:13,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.5%,125kW,92kW,66.5%
1694,T1694: 28:14,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%
1695,T1695: 28:15,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%
1696,T1696: 28:16,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%
1697,T1697: 28:17,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%
1698,T1698: 28:18,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.6%,125kW,92kW,66.6%
1699,T1699: 28:19,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%
1700,T1700: 28:20,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%
1701,T1701: 28:21,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%
1702,T1702: 28:22,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%
1703,T1703: 28:23,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%,ON,ON,OFF,ON,OFF,ON,125kW,92kW,66.7%,125kW,92kW,66.7%
1704,T1704: 28:24,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%
1705,T1705: 28:25,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%
1706,T1706: 28:26,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%
1707,T1707: 28:27,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%
1708,T1708: 28:28,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.8%,125kW,91kW,66.8%
1709,T1709: 28:29,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%
1710,T1710: 28:30,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%
1711,T1711: 28:31,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%
1712,T1712: 28:32,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,66.9%,125kW,91kW,66.9%
1713,T1713: 28:33,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%
1714,T1714: 28:34,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%
1715,T1715: 28:35,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%
1716,T1716: 28:36,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%
1717,T1717: 28:37,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.0%,125kW,91kW,67.0%
1718,T1718: 28:38,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%
1719,T1719: 28:39,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%
1720,T1720: 28:40,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%
1721,T1721: 28:41,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%
1722,T1722: 28:42,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.1%,125kW,91kW,67.1%
1723,T1723: 28:43,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%
1724,T1724: 28:44,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%
1725,T1725: 28:45,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%
1726,T1726: 28:46,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%,ON,ON,OFF,ON,OFF,ON,125kW,91kW,67.2%,125kW,91kW,67.2%
